_id,pubchem_cid,pubchem_sid,inchikey,generic_name,trade_name,orphan_designation,umls,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication,sponsor
UMLS:C0009324,,440790468,,adalimumab,Humira,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,05/11/2011,Designated/Approved,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older, 02/24/2021 ,,,"AbbVie, Inc.|1 North Waukegan Rd|Dept PA72; Bldg AP30-4|North Chicago|Illinois|60064|United States"
UMLS:C0009324,,387061214,,adalimumab,Humira,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,05/11/2011,Designated/Approved,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older, 02/24/2021 ,,,"AbbVie, Inc.|1 North Waukegan Rd|Dept PA72; Bldg AP30-4|North Chicago|Illinois|60064|United States"
UMLS:C0009324,,385327551,,adalimumab,Humira,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,05/11/2011,Designated/Approved,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older, 02/24/2021 ,,,"AbbVie, Inc.|1 North Waukegan Rd|Dept PA72; Bldg AP30-4|North Chicago|Illinois|60064|United States"
UMLS:C0009324,,384647094,,adalimumab,Humira,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,05/11/2011,Designated/Approved,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older, 02/24/2021 ,,,"AbbVie, Inc.|1 North Waukegan Rd|Dept PA72; Bldg AP30-4|North Chicago|Illinois|60064|United States"
UMLS:C0009324,,354355035,,adalimumab,Humira,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,05/11/2011,Designated/Approved,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older, 02/24/2021 ,,,"AbbVie, Inc.|1 North Waukegan Rd|Dept PA72; Bldg AP30-4|North Chicago|Illinois|60064|United States"
UMLS:C0009324,,329976965,,adalimumab,Humira,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,05/11/2011,Designated/Approved,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older, 02/24/2021 ,,,"AbbVie, Inc.|1 North Waukegan Rd|Dept PA72; Bldg AP30-4|North Chicago|Illinois|60064|United States"
UMLS:C0009324,,178101561,,adalimumab,Humira,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,05/11/2011,Designated/Approved,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older, 02/24/2021 ,,,"AbbVie, Inc.|1 North Waukegan Rd|Dept PA72; Bldg AP30-4|North Chicago|Illinois|60064|United States"
UMLS:C0009324,,135335742,,adalimumab,Humira,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,05/11/2011,Designated/Approved,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older, 02/24/2021 ,,,"AbbVie, Inc.|1 North Waukegan Rd|Dept PA72; Bldg AP30-4|North Chicago|Illinois|60064|United States"
UMLS:C0009324,,103771314,,adalimumab,Humira,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,05/11/2011,Designated/Approved,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older, 02/24/2021 ,,,"AbbVie, Inc.|1 North Waukegan Rd|Dept PA72; Bldg AP30-4|North Chicago|Illinois|60064|United States"
UMLS:C0009324,,50070208,,adalimumab,Humira,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,05/11/2011,Designated/Approved,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older, 02/24/2021 ,,,"AbbVie, Inc.|1 North Waukegan Rd|Dept PA72; Bldg AP30-4|North Chicago|Illinois|60064|United States"
UMLS:C0009324,,46504982,,adalimumab,Humira,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,05/11/2011,Designated/Approved,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older, 02/24/2021 ,,,"AbbVie, Inc.|1 North Waukegan Rd|Dept PA72; Bldg AP30-4|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,441072525,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,440790468,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,387061214,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,385327551,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,384647094,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,354355035,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,329976965,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,178101561,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,135335742,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,103771314,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,50070208,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C0162836,,46504982,,adalimumab,HUMIRA,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),C0162836,Hidradenitis Suppurativa,05/13/2015,Designated/Approved,,Treatment of moderate to severe hidradenitis suppurativa, 09/09/2015 , 09/09/2022 ,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.|1 North Waukegan Road|North Chicago|Illinois|60064|United States"
UMLS:C2931133,,441072525,,adalimumab,HUMIRA,Treatment of pediatric Crohn's disease,C2931133,Pediatric Crohn's disease,10/19/2006,Designated/Approved,,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 years of age and older with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.", 09/23/2014 , 09/23/2021 ,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 through 16 years of age with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.","AbbVie, Inc.|1 N. Waukegan Road|Bldg AP30, Dept. PA77|North Chicago|Illinois|60064|United States"
UMLS:C2931133,,440790468,,adalimumab,HUMIRA,Treatment of pediatric Crohn's disease,C2931133,Pediatric Crohn's disease,10/19/2006,Designated/Approved,,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 years of age and older with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.", 09/23/2014 , 09/23/2021 ,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 through 16 years of age with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.","AbbVie, Inc.|1 N. Waukegan Road|Bldg AP30, Dept. PA77|North Chicago|Illinois|60064|United States"
UMLS:C2931133,,387061214,,adalimumab,HUMIRA,Treatment of pediatric Crohn's disease,C2931133,Pediatric Crohn's disease,10/19/2006,Designated/Approved,,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 years of age and older with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.", 09/23/2014 , 09/23/2021 ,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 through 16 years of age with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.","AbbVie, Inc.|1 N. Waukegan Road|Bldg AP30, Dept. PA77|North Chicago|Illinois|60064|United States"
UMLS:C2931133,,385327551,,adalimumab,HUMIRA,Treatment of pediatric Crohn's disease,C2931133,Pediatric Crohn's disease,10/19/2006,Designated/Approved,,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 years of age and older with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.", 09/23/2014 , 09/23/2021 ,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 through 16 years of age with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.","AbbVie, Inc.|1 N. Waukegan Road|Bldg AP30, Dept. PA77|North Chicago|Illinois|60064|United States"
UMLS:C2931133,,384647094,,adalimumab,HUMIRA,Treatment of pediatric Crohn's disease,C2931133,Pediatric Crohn's disease,10/19/2006,Designated/Approved,,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 years of age and older with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.", 09/23/2014 , 09/23/2021 ,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 through 16 years of age with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.","AbbVie, Inc.|1 N. Waukegan Road|Bldg AP30, Dept. PA77|North Chicago|Illinois|60064|United States"
UMLS:C2931133,,354355035,,adalimumab,HUMIRA,Treatment of pediatric Crohn's disease,C2931133,Pediatric Crohn's disease,10/19/2006,Designated/Approved,,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 years of age and older with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.", 09/23/2014 , 09/23/2021 ,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 through 16 years of age with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.","AbbVie, Inc.|1 N. Waukegan Road|Bldg AP30, Dept. PA77|North Chicago|Illinois|60064|United States"
UMLS:C2931133,,329976965,,adalimumab,HUMIRA,Treatment of pediatric Crohn's disease,C2931133,Pediatric Crohn's disease,10/19/2006,Designated/Approved,,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 years of age and older with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.", 09/23/2014 , 09/23/2021 ,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 through 16 years of age with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.","AbbVie, Inc.|1 N. Waukegan Road|Bldg AP30, Dept. PA77|North Chicago|Illinois|60064|United States"
UMLS:C2931133,,178101561,,adalimumab,HUMIRA,Treatment of pediatric Crohn's disease,C2931133,Pediatric Crohn's disease,10/19/2006,Designated/Approved,,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 years of age and older with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.", 09/23/2014 , 09/23/2021 ,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 through 16 years of age with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.","AbbVie, Inc.|1 N. Waukegan Road|Bldg AP30, Dept. PA77|North Chicago|Illinois|60064|United States"
UMLS:C2931133,,135335742,,adalimumab,HUMIRA,Treatment of pediatric Crohn's disease,C2931133,Pediatric Crohn's disease,10/19/2006,Designated/Approved,,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 years of age and older with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.", 09/23/2014 , 09/23/2021 ,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 through 16 years of age with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.","AbbVie, Inc.|1 N. Waukegan Road|Bldg AP30, Dept. PA77|North Chicago|Illinois|60064|United States"
