_id,pubchem_cid,pubchem_sid,inchi_key,generic_name,trade_name,orphan_designation,umls,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication,sponsor
HWSLMIXAPNOWGU-AWEZNQCLSA-N,22869857,"319208225, 341722628",HWSLMIXAPNOWGU-AWEZNQCLSA-N,"(3S)-(+)-(5-chloro-2-methoxyphenyl)-1,3-dihydro-3-fluoro-6-(trifluoromethyl)-2H-indol-2-one",,Treatment of Fragile X Syndrome.,C0016667,Fragile X Syndrome,12/09/2015,Designated,Not FDA Approved for Orphan Indication,,,,,Centre National de la Recherche Scientifique (CNRS)|3 Rue Michel-Ange|Paris|France
UOKSXAOZBSWROR-DOELHFPHSA-N,146048056,405243554,UOKSXAOZBSWROR-DOELHFPHSA-N,(E)-N1-(3-(dimethylamino)propyl)-N8-hydroxy-2-((naphthalen-1-yloxy)methyl)oct-2-enediamide phosphate,,Treatment of Pancreatic cancer,C0235974,PANCREATIC CANCER,08/26/2019,Designated,Not FDA Approved for Orphan Indication,,,,,"CrystalGenomics, Inc.|5th F. Bldg.A, Korea Bio Park|700 Daewangpangyoro, Bundanggu, Seongnamsi|Gyeonggido|South Korea"
XDAOLTSRNUSPPH-XMMPIXPASA-N,6480466,"224010596, 319330955",XDAOLTSRNUSPPH-XMMPIXPASA-N,"(R)-2-methyl-6-nitro-2-{4-[4-(4-trifluoromethoxyphenoxy)piperidin-1-yl]phenoxymethyl}-2,3-dihydroimidazo[2,1-b]oxazole",,Treatment of pulmonary tuberculosis.,C0041327,Pulmonary tuberculosis,07/12/2007,Designated,Not FDA Approved for Orphan Indication,,,,,"Otsuka Pharmaceutical Company, Ltd|2-9, Kanda-Tsukasamachi|Tokyo|Japan"
OLDWOVJAXRWCGT-FBHGDYMESA-N,124081779,"376161678, 434250533, 438453701",OLDWOVJAXRWCGT-FBHGDYMESA-N,"(R)-6-(2-fluorophenyl)-N-(3-(2-((2-methoxyethyl)amino)ethyl)phenyl)-5,6-dihydrobenzo[h]quinazolin-2-amine dihydrochloride",,Treatment of cholangiocarcinoma.,C0206698,Cholangiocarcinoma,11/19/2015,Designated,Not FDA Approved for Orphan Indication,,,,,Basilea Pharmaceutical International Ltd.|Grenzacherstrasse 487|P.O. Box|Basel|Switzerland
GFVBDLIBPSGFDL-ZOWNYOTGSA-N,131801108,348351374,GFVBDLIBPSGFDL-ZOWNYOTGSA-N,(R)-Azasetron besylate,,Prevention of platinum-induced ototoxicity in pediatric patients,C0235280,Ototoxicity,08/16/2017,Designated,Not FDA Approved for Orphan Indication,,,,,Sensorion SA|375 Rue du Professeur Joseph Blayac|Montpellier|Languedoc-Roussillon|France
SJHNWSAWWOAWJH-MRXNPFEDSA-N,118224491,385795286,SJHNWSAWWOAWJH-MRXNPFEDSA-N,"(R)-N-(5-(3-hydroxypyrrolidin-1-yl)-2-morpholinooxazolo[4,5-b]pyridin-6-yl)-2-(2-methylpyridin-4-yl)oxazole-4-carboxamide",,Treatment of acute myeloid leukemia,C0023467,Acute myeloid leukemia,04/05/2021,Designated,Not FDA Approved for Orphan Indication,,,,,"Curis, Inc.|128 Spring Street, Building C, Suite 500|Lexington|Massachusetts|2421|United States"
FSVJFNAIGNNGKK-KRWDZBQOSA-N,445900,"172648764, 319223564, 347828106, 384443888, 385763303, 386599978, 434310369, 438488489, 405492434, 440039092",FSVJFNAIGNNGKK-KRWDZBQOSA-N,(R)-praziquantel,,Treatment of schistosomiasis,C0036323,Schistosomiasis,06/27/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"Tongli Biomedical Co., Ltd. (TLB)|Guotaibei Road|Room 401, Building D|Zhangjiagang|Jiangsu|China"
KXMZDGSRSGHMMK-VWLOTQADSA-N,46215462,"312320230, 404607769, 434315520, 438493978",KXMZDGSRSGHMMK-VWLOTQADSA-N,"(S)-1-(6,7-Dihydro-5H-benzo[6,7]cyclohepta[1,2-c]pyridazin-3-yl)-N3-(7-(pyrrolidin-1-yl)-6,7,8,9-tetrahydro-5H-benzo[7]annulen-2-yl)-1H-1,2,4-triazole-3,5-diamine",,Treatment of acute myeloid leukemia,C0023467,Acute myeloid leukemia,11/05/2014,Designated,Not FDA Approved for Orphan Indication,,,,,BerGenBio AS|Jonas Lies vei 91|Bergen|Norway
QUMWKKVIZAIAHU-LBPRGKRZSA-N,70675172,"377953213, 383685495, 434297606, 438459211",QUMWKKVIZAIAHU-LBPRGKRZSA-N,"(S)-2-(1-((6-amino-5-cyanopyrimidin-4-yl)amino)ethyl)-4-oxo-3-phenyl-3,4-dihydropyrrolo[2,1-f][1,2,4]triazine-5-carbonitrile",,Treatment of pemphigus vulgaris,C0030809,Pemphigus Vulgaris,01/26/2015,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Almirall S.A.|Ronda General Mitre, 151|Barcelona|Spain"
HVFWCHDZDIRYBZ-MQZJHDQISA-N,72710874,354341642,HVFWCHDZDIRYBZ-MQZJHDQISA-N,"(S)-6-hydroxy-2,5,7,8-tetramethyl-N-((R)-piperidin-3-yl)chroman-2-carboxamide hydrochloride",,Treatment of inherited mitochondrial respiratory chain diseases,C1325653,mitochondrial respiratory chain,11/17/2014,Designated,Not FDA Approved for Orphan Indication,,,,,Khondrion BV|Philips van Leydenlaan 15|Ex Nijmegen|Netherlands
RSIWALKZYXPAGW-NSHDSACASA-N,58111426,"342492669, 348043798, 349621780, 404839072",RSIWALKZYXPAGW-NSHDSACASA-N,"(S)-7-(1-(9H-purin-6-ylamino)ethyl)-6-(3-fluorophenyl)-3-methyl-5H-thiazolo[3,2-a]pyrimidin-5-one",,Treatment of Hodgkin lymphoma,C0019829,Hodgkin Lymphoma,04/29/2015,Designated,Not FDA Approved for Orphan Indication,,,,,Incyte Corporation|1801 Augustine Cut-Off|Wilmington|Delaware|19803|United States
MGTLGARADRIKNV-GFCCVEGCSA-N,56846912,381127107,MGTLGARADRIKNV-GFCCVEGCSA-N,(s)-perillyl alcohol temozolomide carbamate,,Treatment of intracranially located metastases from breast cancer,"C0027627,C0678222","Metastases , Breast cancer",02/28/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"NeOnc Technologies, Inc.|8335 Sunset Blvd., #240|Los Angeles|California|90069|United States"
MGTLGARADRIKNV-GFCCVEGCSA-N,56846912,381127107,MGTLGARADRIKNV-GFCCVEGCSA-N,(s)-perillyl alcohol temozolomide carbamate,,Treatment of nasopharyngeal carcinoma,C2931822,Nasopharyngeal carcinoma,07/27/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"NeOnc Technologies, Inc.|8335 Sunset Blvd., #240|Los Angeles|California|90069|United States"
NEBUOXBYNAHKFV-UHFFFAOYSA-N,51357549,224463743,NEBUOXBYNAHKFV-UHFFFAOYSA-N,"1'-{[5-(trifluoromethyl)-2-furyl]methyl}spiro[furo[2,3-f][1,3]benzodioxole-7,3'-indol]-2'(1'H)-one",,Treatment of erythromelalgia,C0014804,Erythromelalgia,11/19/2012,Designated,Not FDA Approved for Orphan Indication,,,,,"Flexion Therapeutics, Inc.|10 Mall Road, Suite 301|Burlington|Massachusetts|1803|United States"
AAFJXZWCNVJTMK-GUCUJZIJSA-N,15942827,"10514629, 49972028, 126642673, 134222309, 134994209, 249582789, 249918079, 319084426, 319359632, 347258531, 384451458, 387245727",AAFJXZWCNVJTMK-GUCUJZIJSA-N,"1,2:5,6-dianhydrogalactitol",,Treatment of ovarian cancer.,C4721610,Ovarian Cancer,04/19/2016,Designated,Not FDA Approved for Orphan Indication,,,,,"DelMar Pharmaceuticals, Inc. (Clinical Operations)|3475 Edison Way|Suite R|Menlo Park|California|94025|United States"
AAFJXZWCNVJTMK-GUCUJZIJSA-N,15942827,"10514629, 49972028, 126642673, 134222309, 134994209, 249582789, 249918079, 319084426, 319359632, 347258531, 384451458, 387245727",AAFJXZWCNVJTMK-GUCUJZIJSA-N,"1,2:5,6-dianhydrogalactitol",,Treatment of medulloblastoma.,C0025149,Medulloblastoma,03/10/2016,Designated,Not FDA Approved for Orphan Indication,,,,,"DelMar Pharmaceuticals, Inc.|3475 Edison Way|Suite R|Menlo Park|California|94025|United States"
SKDNPCDRIUQGAL-XTJCVSPVSA-N,89584363,434150982,SKDNPCDRIUQGAL-XTJCVSPVSA-N,"1-(((Z)-hexadec-1-en-1-yl)oxy)-3-((2-oxido-1,3,2-oxazaphospholidin-2-yl)oxy)propan-2-yl (4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoate",,Treatment of Rhizomelic Chondrodysplasia Punctata,C0282529,Rhizomelic chondrodysplasia punctata,08/08/2019,Designated,Not FDA Approved for Orphan Indication,,,,,"Med-Life Discoveries, LP|407-15 Innovation Boulevard|Saskatoon|Canada"
TZOWVYPYWJLZTK-IMTBSYHQSA-N,57524523,336270064,TZOWVYPYWJLZTK-IMTBSYHQSA-N,1-(2-chlorophenyl)-1-(S)-hydroxy-2-(S)-carbamoyloxy-propane,,Treatment of infantile spasms,C3887898,Infantile spasms,03/20/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"Bio-Pharm Solutions, Co., Ltd.|6F, C Bldg., Advanced Institute of Convergence Technology|145 Gwanggyo-Ro, Yeongtong-Gu|Suwon|Gyeonggi-Do|South Korea"
TZOWVYPYWJLZTK-IMTBSYHQSA-N,57524523,336270064,TZOWVYPYWJLZTK-IMTBSYHQSA-N,1-(2-chlorophenyl)-1-(S)-hydroxy-2-(S)-carbamoyloxy-propane,,Treatment of status epilepticus,C0038220,Status Epilepticus,07/07/2016,Designated,Not FDA Approved for Orphan Indication,,,,,"Bio-Pharm Solutions Co., Ltd.|Advanced Institute of Convergence Technology|6F, C Bldg|Yeongtong Suwon|Gyeonggi-do|South Korea"
RDALZZCKQFLGJP-UHFFFAOYSA-N,73051434,"295369363, 312524373, 347714036, 433800996, 434315270, 438493909, 332853808",RDALZZCKQFLGJP-UHFFFAOYSA-N,"1-(4-(benzylamino)-7,8-dihydro-5H-pyrano[4,3-d]pyrimidin-2-yl)-2-methyl-1H-indole-4-carboxamide",,Treatment of multiple myeloma,C0026764,Multiple Myeloma,07/08/2015,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Cleave Biosciences, Inc.|866 Malcolm Road|Suite 100|Burlingame|California|94010|United States"
VCPMZDWBEWTGNW-UHFFFAOYSA-N,4988454,"104271154, 252480256, 385504164, 426053734, 433801041, 434302394, 438484837, 440980482",VCPMZDWBEWTGNW-UHFFFAOYSA-N,"1-(4-benzhydrylpiperazin-1-yl)-3,3-diphenylpropan-1-one",,Management of postherpetic neuralgia,C0032768,Postherpetic neuralgia,09/26/2013,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Zalicus Pharmaceuticals Ltd.|245 First Street|Cambridge|Massachusetts|2142|United States
OQDQIFQRNZIEEJ-UHFFFAOYSA-N,68677842,378141189,OQDQIFQRNZIEEJ-UHFFFAOYSA-N,1-(6-benzothiazolylsulfonyl)-5-chloro-1H-indole-2-butanoic acid,,Treatment of systemic sclerosis,C0036421,Systemic sclerosis,03/31/2015,Designated,Not FDA Approved for Orphan Indication,,,,,Inventiva Pharma|50 rue de Dijon|Daix 21121|France
LOLPPWBBNUVNQZ-UHFFFAOYSA-N,135398495,224181879,LOLPPWBBNUVNQZ-UHFFFAOYSA-N,1-Cyclopropyl-3-[3-(5-morpholin-4-ylmethyl-1H-benzoimidazol-2-yl)-1H-pyrazol-4-yl]-urea,,Treatment of acute myeloid leukemia,C0023467,Acute myeloid leukemia,11/12/2009,Designated,Not FDA Approved for Orphan Indication,,,,,Astex Therapeutics Ltd|436 Cambridge Science Park|Milton|Cambridge|United Kingdom
ZOAIEFWMQLYMTF-PEHXSSJGSA-N,11570943,,ZOAIEFWMQLYMTF-PEHXSSJGSA-N,18-(p-[124I]-iodophenyl)octadecyl phosphocholine,,Diagnostic for the management of glioma,C0017638,Glioma,04/30/2014,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Cellectar Biosciences, Inc.|3301 Agriculture Drive|Madison|Wisconsin|53716|United States"
AUFUWRKPQLGTGF-QRMSVCKNSA-N,60004399,"126668532, 135684223, 135716581, 160797052, 162764179, 163811271, 180679876, 223821655, 241085291, 250203777, 252301232, 252400683, 255398128, 310265057, 312343660, 312530999, 316474681, 341844408, 162292403, 242072509, 249716383, 277298554, 375785419, 87561241, 135553870, 204417394, 249835662, 319562297, 336273277, 406585499, 184817964, 223484455, 318466592, 346403647, 255369306, 318041559, 374175050, 441091026",AUFUWRKPQLGTGF-QRMSVCKNSA-N,"2',3',5'-tri-o-acetyluridine",,Treatment of mitochondrial disease,C0751651,Mitochondrial disease,01/13/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Repligen Corporation|41 Seyon Street|Building 1, Suite 100|Waltham|Massachusetts|2453|United States"
AUFUWRKPQLGTGF-ZRJCITRHSA-N,6547277,"126668532, 135684223, 135716581, 160797052, 162764179, 163811271, 180679876, 223821655, 241085291, 250203777, 252301232, 252400683, 255398128, 310265057, 312343660, 312530999, 316474681, 341844408, 162292403, 242072509, 249716383, 277298554, 375785419, 87561241, 135553870, 204417394, 249835662, 319562297, 336273277, 406585499, 184817964, 223484455, 318466592, 346403647, 255369306, 318041559, 374175050, 441091026",AUFUWRKPQLGTGF-ZRJCITRHSA-N,"2',3',5'-tri-o-acetyluridine",,Treatment of mitochondrial disease,C0751651,Mitochondrial disease,01/13/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Repligen Corporation|41 Seyon Street|Building 1, Suite 100|Waltham|Massachusetts|2453|United States"
AUFUWRKPQLGTGF-ZZVYKPCYSA-N,990800,"126668532, 135684223, 135716581, 160797052, 162764179, 163811271, 180679876, 223821655, 241085291, 250203777, 252301232, 252400683, 255398128, 310265057, 312343660, 312530999, 316474681, 341844408, 162292403, 242072509, 249716383, 277298554, 375785419, 87561241, 135553870, 204417394, 249835662, 319562297, 336273277, 406585499, 184817964, 223484455, 318466592, 346403647, 255369306, 318041559, 374175050, 441091026",AUFUWRKPQLGTGF-ZZVYKPCYSA-N,"2',3',5'-tri-o-acetyluridine",,Treatment of mitochondrial disease,C0751651,Mitochondrial disease,01/13/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Repligen Corporation|41 Seyon Street|Building 1, Suite 100|Waltham|Massachusetts|2453|United States"
AUFUWRKPQLGTGF-RWDKGTSBSA-N,44629990,"126668532, 135684223, 135716581, 160797052, 162764179, 163811271, 180679876, 223821655, 241085291, 250203777, 252301232, 252400683, 255398128, 310265057, 312343660, 312530999, 316474681, 341844408, 162292403, 242072509, 249716383, 277298554, 375785419, 87561241, 135553870, 204417394, 249835662, 319562297, 336273277, 406585499, 184817964, 223484455, 318466592, 346403647, 255369306, 318041559, 374175050, 441091026",AUFUWRKPQLGTGF-RWDKGTSBSA-N,"2',3',5'-tri-o-acetyluridine",,Treatment of mitochondrial disease,C0751651,Mitochondrial disease,01/13/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Repligen Corporation|41 Seyon Street|Building 1, Suite 100|Waltham|Massachusetts|2453|United States"
AUFUWRKPQLGTGF-UHFFFAOYSA-N,254731,"126668532, 135684223, 135716581, 160797052, 162764179, 163811271, 180679876, 223821655, 241085291, 250203777, 252301232, 252400683, 255398128, 310265057, 312343660, 312530999, 316474681, 341844408, 162292403, 242072509, 249716383, 277298554, 375785419, 87561241, 135553870, 204417394, 249835662, 319562297, 336273277, 406585499, 184817964, 223484455, 318466592, 346403647, 255369306, 318041559, 374175050, 441091026",AUFUWRKPQLGTGF-UHFFFAOYSA-N,"2',3',5'-tri-o-acetyluridine",,Treatment of mitochondrial disease,C0751651,Mitochondrial disease,01/13/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Repligen Corporation|41 Seyon Street|Building 1, Suite 100|Waltham|Massachusetts|2453|United States"
AUFUWRKPQLGTGF-FMKGYKFTSA-N,20058,"134985843, 160676834, 223821655, 255343589, 310265057, 312530999, 319076435, 336846093, 349990995, 375553772, 376151924, 378134563, 385647199, 386483597, 387071750, 387190686, 404640429, 434313316, 438492702, 440812152, 441005386, 136375658, 319213633, 318163947, 319362256, 319382987, 319391388, 373999713, 384570871",AUFUWRKPQLGTGF-FMKGYKFTSA-N,"2',3',5'-tri-o-acetyluridine",,Treatment of mitochondrial disease,C0751651,Mitochondrial disease,01/13/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Repligen Corporation|41 Seyon Street|Building 1, Suite 100|Waltham|Massachusetts|2453|United States"
CKTSBUTUHBMZGZ-SHYZEUOFSA-N,13711,"2618, 4137, 596443, 829248, 829250, 841405, 7886940, 8145772, 26738201, 46508326, 49693293, 49960121, 87559805, 103263487, 126681119, 126700771, 134979907, 144220713, 152225346, 152255469, 160807885, 162179238, 164216461, 172088773, 186003933, 204410180, 223813569, 249716209, 251875851, 252225412, 252363963, 252562023, 254751252, 255402299, 273005352, 312343685, 313079636, 316543275, 319071861, 319486491, 321903877, 321903885, 340520857, 348274190, 350086569, 354268067, 363602977, 363895943, 371630050, 374046977, 375544612, 375986776, 375988115, 376093598, 376150604, 377019413, 381330733, 384253678, 384418511, 387079819, 402406741, 404622988, 404757237, 406719760, 433711794, 439784059, 440770786, 85085184, 162088656, 162299616, 163375749, 249981798, 315442032, 387079820, 404754258, 405513450, 440060106, 126625204, 126660088, 223402164, 249581774, 316898330, 310270988, 348893718, 85085182, 85085183, 144220374, 255369408, 355043296, 364207550, 438546862, 441090993",CKTSBUTUHBMZGZ-SHYZEUOFSA-N,2'-deoxycytidine,,As a host-protective agent in the treatment of acute myelogenous leukemia.,C0023467,Acute myelogenous leukemia,09/09/1996,Designated,Not FDA Approved for Orphan Indication,,,,,"Grant, Steven M.D.|Massey Cancer Center, VCU|P.O. Box 980230|Richmond|Virginia|23298|United States"
VUAXHMVRKOTJKP-UHFFFAOYSA-N,11684,"79745, 24775789, 104326793, 117421950, 143438423, 144207938, 162194747, 163374330, 186805040, 223675396, 223913462, 225181480, 249835716, 249904730, 250200578, 252407015, 273518309, 275869286, 315677046, 334249858, 355215476, 374174998, 375139306, 375399654, 376143232, 377010662, 378017676, 383214045, 386256848, 387166717, 387191228, 405493459, 406555715, 421653507, 438805776, 439442377, 440040117",VUAXHMVRKOTJKP-UHFFFAOYSA-N,"2,2-dimethylbutanoic acid",,Treatment of propionic acidemia,C0268579,Propionic acidemia,12/10/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"HemoShear Therapeutics, LLC|501 Locust Avenue|Charlottesville|Virginia|22902|United States"
VUAXHMVRKOTJKP-UHFFFAOYSA-N,11684,"79745, 24775789, 104326793, 117421950, 143438423, 144207938, 162194747, 163374330, 186805040, 223675396, 223913462, 225181480, 249835716, 249904730, 250200578, 252407015, 273518309, 275869286, 315677046, 334249858, 355215476, 374174998, 375139306, 375399654, 376143232, 377010662, 378017676, 383214045, 386256848, 387166717, 387191228, 405493459, 406555715, 421653507, 438805776, 439442377, 440040117",VUAXHMVRKOTJKP-UHFFFAOYSA-N,"2,2-dimethylbutanoic acid",,Treatment of methylmalonic acidemia,C0268583,Methylmalonic acidemia,12/10/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"HemoShear Therapeutics, LLC|501 Locust Avenue|Charlottesville|Virginia|22902|United States"
UFBJCMHMOXMLKC-UHFFFAOYSA-N,1493,"5508, 68313, 588867, 608953, 821098, 7887116, 14710081, 14710083, 14710084, 16978185, 17389906, 46507895, 47193722, 48413673, 48414898, 48416721, 48421493, 48422278, 48424513, 49854376, 53789901, 56260874, 56311493, 56313168, 56314335, 56459063, 58034474, 85085626, 87566849, 93165957, 103173306, 104297900, 109817017, 113584949, 126602737, 126687210, 134356956, 134356957, 134972268, 136911291, 144208660, 144210350, 152245172, 160814153, 162212048, 162546715, 175442033, 176254389, 204416022, 207115352, 223671840, 223739630, 225238540, 241088648, 250062790, 252402435, 253652997, 254812289, 255379620, 268736369, 273457888, 310272181, 312236510, 315341723, 315441539, 315671492, 316972243, 319061192, 319491489, 328749379, 329196835, 341145632, 346521877, 349090553, 355083656, 355427441, 363594107, 363894783, 363901052, 375091887, 375628367, 375783341, 376227106, 381331047, 383233731, 385647686, 386271310, 386484092, 387158950, 402408597, 404741783, 404754483, 438495607, 439350401, 440065722, 14709885, 57394055, 223736802, 160654769, 160654770, 438568748, 441068635",UFBJCMHMOXMLKC-UHFFFAOYSA-N,"2,4 dinitrophenol",,Treatment of Amyotrophic Lateral Sclerosis,C0002736,Amyotrophic Lateral Sclerosis,09/08/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"Mitochon Phannaceuticals, Inc.|970 Cross Lane|Blue Bell|Pennsylvania|19422|United States"
