_id,compound_id,inchl_key,generic_name,trade_name,orphan_designation,umls_id,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication
OYTKINVCDFNREN-UHFFFAOYSA-N,5918,OYTKINVCDFNREN-UHFFFAOYSA-N,"3,4-diaminopyridine",,Treatment of congenital myasthenic syndrome (CMS),C0751882,congenital myasthenic syndrome,3/30/17,Designated,Not FDA Approved for Orphan Indication,,,,
WONYMNWUJVKVII-UHFFFAOYSA-N,160565,WONYMNWUJVKVII-UHFFFAOYSA-N,"3,5-diiodothyropropionic acid",,Treatment of monocarboxylate transporter (MCT) 8 deficiency (Allan-Herndon-Dudley syndrome),C0795889,Allan-Herndon-Dudley syndrome,7/28/20,Designated,Not FDA Approved for Orphan Indication,,,,
WONYMNWUJVKVII-UHFFFAOYSA-N,160565,WONYMNWUJVKVII-UHFFFAOYSA-N,"3,5-diiodothyropropionic acid",,Treatment of Allan-Herndon-Dudley syndrome,C0795889,Allan-Herndon-Dudley syndrome,5/14/13,Designated,Not FDA Approved for Orphan Indication,,,,
LOMMPXLFBTZENJ-ZACQAIPSSA-N,117947097,LOMMPXLFBTZENJ-ZACQAIPSSA-N,"3-(((1S,2S,3R)-2,3-difluoro-1-hydroxy-7-(methylsulfonyl)-2,3-dihydro-1H-inden-4-yl)oxy)-5-fluorobenzonitrile",,Treatment of von Hippel-Lindau disease,C0019562,von Hippel-Lindau Disease,6/24/20,Designated,Not FDA Approved for Orphan Indication,,,,
IWMJORKECAFMRX-USANWJRDSA-N,137254226,IWMJORKECAFMRX-USANWJRDSA-N,3-(1-butyloxy)ethyl-3-deacetyl-bacteriopurpurin-18-N-butylimide methyl ester,,Treatment of glioma,C0017638,Glioma,12/6/17,Designated,Not FDA Approved for Orphan Indication,,,,
BVJRNKXVSYLNFD-UHFFFAOYSA-N,60199173,BVJRNKXVSYLNFD-UHFFFAOYSA-N,"3-(5-amino-2-methyl-4-oxoquinazolin-3(4H)-yl)piperidine-2,6-dione hydrochloride",,Treatment of diffuse large B-cell lymphoma,C1332201,Diffuse Large B-Cell Lymphoma,9/19/16,Designated,Not FDA Approved for Orphan Indication,,,,
BVJRNKXVSYLNFD-UHFFFAOYSA-N,60199173,BVJRNKXVSYLNFD-UHFFFAOYSA-N,"3-(5-amino-2-methyl-4-oxoquinazolin-3(4H)-yl)piperidine-2,6-dione hydrochloride",,Treatment of hepatocellular carcinoma (HCC),C2239176,HEPATOCELLULAR CARCINOMA,7/3/17,Designated,Not FDA Approved for Orphan Indication,,,,
XMYKNCNAZKMVQN-WCIBSUBMSA-N,5468049,XMYKNCNAZKMVQN-WCIBSUBMSA-N,3-aminopyridine-2-carboxaldehyde thiosemicarbazone,,Treatment of stage 1B to IV cervical cancer,C4048328,cervical cancer,11/8/17,Designated,Not FDA Approved for Orphan Indication,,,,
XMYKNCNAZKMVQN-UHFFFAOYSA-N,3006315,XMYKNCNAZKMVQN-UHFFFAOYSA-N,3-aminopyridine-2-carboxaldehyde thiosemicarbazone,,Treatment of stage 1B to IV cervical cancer,C4048328,cervical cancer,11/8/17,Designated,Not FDA Approved for Orphan Indication,,,,
XMYKNCNAZKMVQN-NYYWCZLTSA-N,9571836,XMYKNCNAZKMVQN-NYYWCZLTSA-N,3-aminopyridine-2-carboxaldehyde thiosemicarbazone,,Treatment of stage 1B to IV cervical cancer,C4048328,cervical cancer,11/8/17,Designated,Not FDA Approved for Orphan Indication,,,,
PRRZDZJYSJLDBS-UHFFFAOYSA-N,70684,PRRZDZJYSJLDBS-UHFFFAOYSA-N,3-bromo-2-oxopropanoic acid,,Treatment of stage IIb-IV melanoma,C0025202,melanoma,5/1/20,Designated,Not FDA Approved for Orphan Indication,,,,
PRRZDZJYSJLDBS-UHFFFAOYSA-M,6994776,PRRZDZJYSJLDBS-UHFFFAOYSA-M,3-bromopyruvate,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,4/29/14,Designated,Not FDA Approved for Orphan Indication,,,,
PRRZDZJYSJLDBS-UHFFFAOYSA-M,6994776,PRRZDZJYSJLDBS-UHFFFAOYSA-M,3-bromopyruvate,,Treatment of liver and intrahepatic bile duct cancer,C0279000,Liver and Intrahepatic Bile Duct Cancer,3/5/13,Designated,Not FDA Approved for Orphan Indication,,,,
CNSJWSLXKSJQFE-UHFFFAOYSA-M,46944243,CNSJWSLXKSJQFE-UHFFFAOYSA-M,3-pentylbenzenacetic acid sodium salt,,Treatment of idiopathic pulmonary fibrosis.,C1800706,Idiopathic Pulmonary Fibrosis,2/11/15,Designated,Not FDA Approved for Orphan Indication,,,,
ZXRVKCBLGJOCEE-UHFFFAOYSA-N,3448,ZXRVKCBLGJOCEE-UHFFFAOYSA-N,"4,5,6,7-tetrahydroisoxazolo(5,4-c)pyridin-3-ol",,Treatment of Angelman syndrome.,C0162635,Angelman Syndrome,9/6/16,Designated,Not FDA Approved for Orphan Indication,,,,
MUDCDMMNYVJLEB-UHFFFAOYSA-N,9871944,MUDCDMMNYVJLEB-UHFFFAOYSA-N,"4,5-dibromorhodamine 123",,Treatment of chronic myelogenous leukemia,C0023473,Chronic myelogenous leukemia,4/10/03,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
WCXAUCDLLSWGQS-UHFFFAOYSA-N,126485502,WCXAUCDLLSWGQS-UHFFFAOYSA-N,"4-(((3-chloro-1,4-dioxo-1,4 dihydronaphthalen-2-yl)amino)methyl)-N-(pyridine-3-yl)benzamide",,Treatment of Multiple Myeloma,C0026764,Multiple Myeloma,2/28/19,Designated,Not FDA Approved for Orphan Indication,,,,
RMGPNQKZEPTAOC-QMMMGPOBSA-N,54274194,RMGPNQKZEPTAOC-QMMMGPOBSA-N,4-((L-valyl)oxy)butanoic acid,,Treatment of Narcolepsy,C0027404,Narcolepsy,6/12/19,Designated,Not FDA Approved for Orphan Indication,,,,
LQBVNQSMGBZMKD-UHFFFAOYSA-N,49846579,LQBVNQSMGBZMKD-UHFFFAOYSA-N,"4-(4-{[2-(4-chlorophenyl)-4,4-dimethylcyclohex-1-en-1-yl]methyl}piperazin-1-yl)-N-({3-nitro-4-[(tetrahydro-2H-pyran-4-ylmethyl)amino]phenyl}sulfonyl)-2-(1H-pyrrolo[2,3-b]pyridin-5-yloxy)benzamide",,Treatment of diffuse large B-cell lymphoma.,C1332201,Diffuse Large B-Cell Lymphoma,3/27/14,Designated,Not FDA Approved for Orphan Indication,,,,
NUKYPUAOHBNCPY-UHFFFAOYSA-N,1727,NUKYPUAOHBNCPY-UHFFFAOYSA-N,4-Aminopyridine,,Treatment chronic functional motor and sensory deficits from Guillain-Barre syndrome,C0018378,Guillain-Barre Syndrome,12/14/05,Designated,Not FDA Approved for Orphan Indication,,,,
WUBBRNOQWQTFEX-UHFFFAOYSA-N,4649,WUBBRNOQWQTFEX-UHFFFAOYSA-N,4-aminosalicylic acid,,Treatment of mild to moderate ulcerative colitis in patients intolerant to sulfasalazine.,C0009324,Ulcerative Colitis,12/13/89,Designated,Not FDA Approved for Orphan Indication,,,,
WUBBRNOQWQTFEX-UHFFFAOYSA-N,4649,WUBBRNOQWQTFEX-UHFFFAOYSA-N,4-aminosalicylic acid,,Treatment of acute flares in pediatric patients with ileo-cecal Crohn's disease,C0010346,Crohn's Disease,4/26/06,Designated,Not FDA Approved for Orphan Indication,,,,
ZJUUIXYKTPSIOH-LEZJFEBPSA-N,16126905,ZJUUIXYKTPSIOH-LEZJFEBPSA-N,4-demethyl-4-cholesteryloxycarbonylpenclomedine,,Treatment of non-small cell lung cancer with CNS metastases,"C0686377,C3539721","CNS metastases , Non-Small Cell Lung Cancer",9/19/17,Designated,Not FDA Approved for Orphan Indication,,,,
HSHNITRMYYLLCV-UHFFFAOYSA-N,5280567,HSHNITRMYYLLCV-UHFFFAOYSA-N,4-Methylumbelliferone,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,3/13/20,Designated,Not FDA Approved for Orphan Indication,,,,
HSHNITRMYYLLCV-UHFFFAOYSA-N,5280567,HSHNITRMYYLLCV-UHFFFAOYSA-N,4-Methylumbelliferone,,Treatment of Esophageal Carcinoma,C0152018,Esophageal carcinoma,4/20/20,Designated,Not FDA Approved for Orphan Indication,,,,
HSHNITRMYYLLCV-UHFFFAOYSA-N,5280567,HSHNITRMYYLLCV-UHFFFAOYSA-N,4-Methylumbelliferone,,Treatment of hepatocellular carcinoma,C2239176,HEPATOCELLULAR CARCINOMA,3/30/20,Designated,Not FDA Approved for Orphan Indication,,,,
XAKLYHGHEFMDAP-UNMCSNQZSA-N,57887037,XAKLYHGHEFMDAP-UNMCSNQZSA-N,5(S)-(2'-hydroxy ethoxy)-20(S)-Camptothecin,,Treatment of osteosarcoma (bone cancer),C0279530,Bone Cancer,6/15/07,Designated,Not FDA Approved for Orphan Indication,,,,
JYHHQTRVJFMEGR-UHFFFAOYSA-N,57411069,JYHHQTRVJFMEGR-UHFFFAOYSA-N,"5,5-dimethyl-3-[2-(7-methylspiro[2H-benzofuran-3,1'-cyclopropane]-4-yl)oxypyrimidin-5-yl]imidazolidine-2,4-dione",,Treatment of fragile X syndrome,C0016667,Fragile X Syndrome,6/12/17,Designated,Not FDA Approved for Orphan Indication,,,,
LJIRBXZDQGQUOO-KVTDHHQDSA-N,99681,LJIRBXZDQGQUOO-KVTDHHQDSA-N,"5,6-dihydro-5-azacytidine",,Treatment of malignant mesothelioma.,C0345967,Malignant mesothelioma,5/11/92,Designated,Not FDA Approved for Orphan Indication,,,,
FVWAMONNJGNNHY-UHFFFAOYSA-N,44472513,FVWAMONNJGNNHY-UHFFFAOYSA-N,"5-(3-ethyl-1,2,4-oxadiazol-5-yl)-1,4,5,6-tetrahydropyrimidine hydrochloride",,Treatment of progressive supranuclear palsy.,C0038868,Progressive supranuclear palsy,4/18/11,Designated,Not FDA Approved for Orphan Indication,,,,
STWVLEKJQQRGMO-GUYCJALGSA-N,126642132,STWVLEKJQQRGMO-GUYCJALGSA-N,"5-(4-((2S,5S)-5-(4-chlorobenzyl)-2-methylmorpholino)piperidin-1-yl)-1H-1,2,4-triazol-3-amine",,Treatment of idiopathic pulmonary fibrosis,C1800706,Idiopathic Pulmonary Fibrosis,2/25/19,Designated,Not FDA Approved for Orphan Indication,,,,
STWVLEKJQQRGMO-GUYCJALGSA-N,126642132,STWVLEKJQQRGMO-GUYCJALGSA-N,"5-(4-((2S,5S)-5-(4-chlorobenzyl)-2-methylmorpholino)piperidin-1-yl)-1H-1,2,4-triazol-3-amine",,Treatment of sarcoidosis,C0036202,Sarcoidosis,1/14/20,Designated,Not FDA Approved for Orphan Indication,,,,
ZGXJTSGNIOSYLO-UHFFFAOYSA-N,137,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,5-aminolevulinic acid,Gleolan,Visualization of malignant tissue during surgery for malignant glioma (WHO grades III and IV),C0555198,Malignant Glioma,1/15/13,Designated/Approved,,Optical imaging agent indicated in patients with glioma (suspected World Health Organization Grades III or IV on preoperative imaging) as an adjunct for the visualization of malignant tissue during surgery, 06/06/2017 , 06/06/2024 ,Optical imaging agent indicated in patients with glioma (suspected World Health Organization Grades III or IV on preoperative imaging) as an adjunct for the visualization of malignant tissue during surgery
ZGXJTSGNIOSYLO-UHFFFAOYSA-N,137,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,5-aminolevulinic acid,,Diagnostic for the visualization of tumor tissue in patients undergoing surgical resection for meningioma,C0025286,Meningioma,11/12/20,Designated,Not FDA Approved for Orphan Indication,,,,
ZGXJTSGNIOSYLO-UHFFFAOYSA-N,137,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,5-Aminolevulinic Acid,,Treatment of malignant glioma,C0555198,Malignant Glioma,3/29/21,Designated,Not FDA Approved for Orphan Indication,,,,
XAUDJQYHKZQPEU-KVQBGUIXSA-N,451668,XAUDJQYHKZQPEU-KVQBGUIXSA-N,5-aza-2'-deoxycytidine,,Treatment of acute leukemia.,C0085669,Acute leukemia,8/3/87,Designated,Not FDA Approved for Orphan Indication,,,,
NOEGNKMFWQHSLB-UHFFFAOYSA-N,237332,NOEGNKMFWQHSLB-UHFFFAOYSA-N,5-hydroxymethyl-2-furfuraldehyde,,Treatment of sickle cell disease,C0002895,Sickle Cell Disease,5/26/06,Designated,Not FDA Approved for Orphan Indication,,,,
XIJXHOVKJAXCGJ-UHFFFAOYSA-N,14326905,XIJXHOVKJAXCGJ-UHFFFAOYSA-N,5-iodo-2-pyrimidinone-2'-deoxyribose,,Treatment of malginant glioma,C0017638,Glioma,5/26/06,Designated,Not FDA Approved for Orphan Indication,,,,
XIJXHOVKJAXCGJ-XLPZGREQSA-N,9840777,XIJXHOVKJAXCGJ-XLPZGREQSA-N,5-iodo-2-pyrimidinone-2'-deoxyribose,,Treatment of malginant glioma,C0017638,Glioma,5/26/06,Designated,Not FDA Approved for Orphan Indication,,,,
YGCADXGQGUPFOA-UHFFFAOYSA-N,154925881,YGCADXGQGUPFOA-UHFFFAOYSA-N,5-methyl cromolyn,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,9/23/20,Designated,Not FDA Approved for Orphan Indication,,,,
BOIAUNVCOPGNOT-STOTURBNSA-N,71461381,BOIAUNVCOPGNOT-STOTURBNSA-N,"6'-(R)-Methyl-5-O-(5-amino-5,6-dideoxy-a-L-talofuranosyl)- paromamine sulfate",,Treatment of Rett syndrome,C0035372,Rett Syndrome,11/3/16,Designated,Not FDA Approved for Orphan Indication,,,,
ZYRLHJIMTROTBO-UHFFFAOYSA-N,24770514,ZYRLHJIMTROTBO-UHFFFAOYSA-N,"6,8-bis(benzylthio)octanoic acid",,Treatment of Peripheral T-cell Lymphoma (PTCL),C0079774,Peripheral T-Cell Lymphoma,2/28/18,Designated,Not FDA Approved for Orphan Indication,,,,
ZYRLHJIMTROTBO-UHFFFAOYSA-N,24770514,ZYRLHJIMTROTBO-UHFFFAOYSA-N,"6,8-bis(benzylthio)octanoic acid",,Treatment of Burkitts Lymphoma (BL),C0006413,Burkitts Lymphoma,1/25/18,Designated,Not FDA Approved for Orphan Indication,,,,
XIIOFHFUYBLOLW-UHFFFAOYSA-N,134436906,XIIOFHFUYBLOLW-UHFFFAOYSA-N,"6-(2-hydroxy-2-methylpropoxy)-4-(6-(6-((6-methoxypyridin-3-yl)methyl)-3,6-diazabicyclo[3.1.1]heptan-3-yl)pyridin-3-yl)pyrazolo[1,5-a]pyridine-3-carbonitrile",,Treatment of pancreatic cancer.,C0235974,PANCREATIC CANCER,10/10/18,Designated,Not FDA Approved for Orphan Indication,,,,
JTQBMTFVGGUDPN-UHFFFAOYSA-N,25400580,JTQBMTFVGGUDPN-UHFFFAOYSA-N,"6-ethoxy-7-methoxy-2-(2-methylsulfanylphenyl)-3,1-bensoxazin-4-one",,Treatment of Netherton syndrome,"C0265962,C0265962","Netherton Syndrome , Netherton Syndrome",6/18/15,Designated,Not FDA Approved for Orphan Indication,,,,
NICJCIQSJJKZAH-AWEZNQCLSA-N,148189,NICJCIQSJJKZAH-AWEZNQCLSA-N,6-hydroxymethylacylfulvene,,Treatment of histologically confirmed advanced or metastatic pancreatic cancer.,C0346976,metastatic pancreatic cancer,4/6/99,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
CLEFVPILGAPOTG-NSHDSACASA-N,146591762,CLEFVPILGAPOTG-NSHDSACASA-N,6-{(1S)-1-[(2-Amino-6-fluoroquinolin-3-yl)oxy]ethyl}-5-(1H-pyrazol-1-yl)pyridin-2(1H)-one,,Treatment for Sickle Cell Disease.,C0002895,Sickle Cell Disease,9/18/20,Designated,Not FDA Approved for Orphan Indication,,,,
VLULRUCCHYVXOH-UHFFFAOYSA-N,73777259,VLULRUCCHYVXOH-UHFFFAOYSA-N,"7-benzyl-4-(2-methylbenzyl)-1,2,6,7,8,9-hexahydroimidazo[1,2-a]pyrido[3,4-e]pyrimidin-5(4H)-one",,Treatment of malignant glioma,C0555198,Malignant Glioma,6/4/18,Designated,Not FDA Approved for Orphan Indication,,,,
FFBDFADSZUINTG-UHFFFAOYSA-N,1329,FFBDFADSZUINTG-UHFFFAOYSA-N,"8 Cyclopentyl 1,3-dipropylxanthine",,Treatment of cystic fibrosis.,C0010674,Cystic Fibrosis,3/24/97,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
FMMOOAYVCKXGMF-XMCVDNGOSA-N,124037379,FMMOOAYVCKXGMF-XMCVDNGOSA-N,"9-cis, 12-cis-11,11-d2-linoleic acid ethyl ester",,Treatment of Friedreich's Ataxia,C0016719,Friedreich's Ataxia,5/23/16,Designated,Not FDA Approved for Orphan Indication,,,,
SHGAZHPCJJPHSC-ZVCIMWCZSA-N,449171,SHGAZHPCJJPHSC-ZVCIMWCZSA-N,9-cis-retinoic acid,,Prevention of retinal detachment due to proliferative vitreoretinopathy.,"C0035305,C0344290","Retinal Detachment , Vitreoretinopathy",1/2/97,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
RTRQQBHATOEIAF-UUOKFMHZSA-N,17513,RTRQQBHATOEIAF-UUOKFMHZSA-N,acadesine,,Treatment of chronic lymphocytic leukemia,C0023434,Chronic Lymphocytic Leukemia,3/3/11,Designated,Not FDA Approved for Orphan Indication,,,,
RTRQQBHATOEIAF-UUOKFMHZSA-N,17513,RTRQQBHATOEIAF-UUOKFMHZSA-N,acadesine,,Treatment of multiple myeloma,C0026764,Multiple Myeloma,5/4/11,Designated,Not FDA Approved for Orphan Indication,,,,
WDENQIQQYWYTPO-IBGZPJMESA-N,71226662,WDENQIQQYWYTPO-IBGZPJMESA-N,acalabrutinib,CALQUENCE,Treatment of mantle cell lymphoma.,C4721414,Mantle cell lymphoma,9/21/15,Designated/Approved,,treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy, 10/31/2017 , 10/31/2024 ,treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy
WDENQIQQYWYTPO-IBGZPJMESA-N,71226662,WDENQIQQYWYTPO-IBGZPJMESA-N,acalabrutinib,,Treatment of Waldenstrom macroglobulinemia.,C0024419,Waldenstrom Macroglobulinemia,10/22/15,Designated,Not FDA Approved for Orphan Indication,,,,
WDENQIQQYWYTPO-IBGZPJMESA-N,71226662,WDENQIQQYWYTPO-IBGZPJMESA-N,acalabrutinib,,Treatment of chronic lymphocytic leukemia (CLL).,C0023434,Chronic Lymphocytic Leukemia,5/13/15,Designated/Approved,,CALQUENCE is indicated for the treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL)., 11/21/2019 , 11/21/2026 ,Indicated for the treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL).
AFCGFAGUEYAMAO-UHFFFAOYSA-N,71158,AFCGFAGUEYAMAO-UHFFFAOYSA-N,acamprosate,,Treatment of fragile X syndrome,C0016667,Fragile X Syndrome,3/25/13,Designated,Not FDA Approved for Orphan Indication,,,,
KBGAYAKRZNYFFG-BOHATCBPSA-N,14017587,KBGAYAKRZNYFFG-BOHATCBPSA-N,aceneuramic acid,,Treatment of hereditary inclusion body myopathy,C1853926,Hereditary inclusion body myopathy,9/23/11,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
MDQMFOHHSFMREL-YIYMUJAPSA-N,134819826,MDQMFOHHSFMREL-YIYMUJAPSA-N,acetyl-D-arginyl-D-arginyl-D-arginyl-D-arginyl-D-arginyl-D-arginyl-D-arginyl-D-arginyl-D-arginyl-D-cysteinyl-D-glutaminyl-D-cysteinyl-D-arginyl-D-arginyl-D-lysyl-Dasparaginylamide disulfide,,Treatment of pancreatic cancer.,C0235974,PANCREATIC CANCER,2/18/11,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
RDHQFKQIGNGIED-MRVPVSSYSA-N,7045767,RDHQFKQIGNGIED-MRVPVSSYSA-N,acetyl-l-carnitine,,Treatment of Fragile X syndrome,C0016667,Fragile X Syndrome,7/24/12,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
PWKSKIMOESPYIA-BYPYZUCNSA-N,12035,PWKSKIMOESPYIA-BYPYZUCNSA-N,Acetylcysteine,,Intravenous treatment of patients presenting with moderate to severe acetaminophen overdose.,C0572025,Acetaminophen overdose,8/13/87,Designated,Not FDA Approved for Orphan Indication,,,,
PWKSKIMOESPYIA-BYPYZUCNSA-N,12035,PWKSKIMOESPYIA-BYPYZUCNSA-N,acetylcysteine,Acetadote,For the intravenous treatment of moderate to severe acetaminophen overdose,C0572025,Acetaminophen overdose,10/19/01,Designated/Approved,,"For the use of Acetadote(registered TM) Injection, administered intravenously within 8 to 10 hours after ingestion of a potentially heptotoxic quantity of acetaminophen, to prevent or lessen hepatic injur", 01/23/2004 , 01/23/2011 ,
MDFXJBQEWLCGHP-MFOYZWKCSA-N,5391612,MDFXJBQEWLCGHP-MFOYZWKCSA-N,Aconiazide,,Treatment of tuberculosis.,C0041296,Tuberculosis,6/20/88,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
MKUXAQIIEYXACX-UHFFFAOYSA-N,135398513,MKUXAQIIEYXACX-UHFFFAOYSA-N,acyclovir,,Treatment of herpetic keratitis.,C0022568,Keratitis,5/3/16,Designated,Not FDA Approved for Orphan Indication,,,,
MKUXAQIIEYXACX-UHFFFAOYSA-N,135398513,MKUXAQIIEYXACX-UHFFFAOYSA-N,acyclovir,,Treatment of herpetic keratitis,C0019357,Herpetic keratitis,9/16/10,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
MKUXAQIIEYXACX-UHFFFAOYSA-N,135398513,MKUXAQIIEYXACX-UHFFFAOYSA-N,acyclovir,Avaclyr,Treatment of acute herpetic keratitis caused by Herpes Simplex Virus type 1 and 2,C0019357,Herpetic keratitis,12/13/10,Designated/Approved,,AVACLYR is a sterile topical antiviral indicated for the treatment of acute herpetic keratitis (dendritic ulcers) in patients with herpes simplex (HSV-1 and HSV-2) virus., 03/29/2019 , 03/29/2026 ,AVACLYR is a sterile topical antiviral indicated for the treatment of acute herpetic keratitis (dendritic ulcers) in patients with herpes simplex (HSV-1 and HSV-2) virus.
OIRDTQYFTABQOQ-KQYNXXCUSA-N,60961,OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,,For use in conjunction with BCNU in the treatment of brain tumors.,C0006118,Brain Tumors,8/1/89,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
UAHFGYDRQSXQEB-LEBBXHLNSA-N,16197727,UAHFGYDRQSXQEB-LEBBXHLNSA-N,afamelanotide,,Treatment of solar urticaria,C0263610,Solar urticaria,12/11/09,Designated,Not FDA Approved for Orphan Indication,,,,
UAHFGYDRQSXQEB-LEBBXHLNSA-N,16197727,UAHFGYDRQSXQEB-LEBBXHLNSA-N,afamelanotide,,Treatment of familial benign chronic pemphigus (Hailey-Hailey disease),C0085106,Familial Benign Chronic Pemphigus,5/14/14,Designated,Not FDA Approved for Orphan Indication,,,,
UAHFGYDRQSXQEB-LEBBXHLNSA-N,16197727,UAHFGYDRQSXQEB-LEBBXHLNSA-N,afamelanotide,SCENESSE,Treatment of erythropoietic porphyrias,C0162530,Erythropoietic Porphyrias,7/17/08,Designated/Approved,,SCENESSE is indicated to increase pain free light exposure in adult patients with a history of phototoxic reactions from erythropoietic protoporphyria (EPP), 10/08/2019 , 10/08/2026 ,Indicated to increase pain free light exposure in adult patients with a history of phototoxic reactions from erythropoietic protoporphyria (EPP).
UAHFGYDRQSXQEB-LEBBXHLNSA-N,16197727,UAHFGYDRQSXQEB-LEBBXHLNSA-N,afamelanotide,,Treatment of cutaneous variants of porphyria (which includes treatment and prevention of cutaneous manifestations of disease),C0032708,Porphyria,2/4/16,Designated,Not FDA Approved for Orphan Indication,,,,
ULXXDDBFHOBEHA-CWDCEQMOSA-N,10184653,ULXXDDBFHOBEHA-CWDCEQMOSA-N,afatinib,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,7/9/19,Designated,Not FDA Approved for Orphan Indication,,,,
ULXXDDBFHOBEHA-CWDCEQMOSA-N,10184653,ULXXDDBFHOBEHA-CWDCEQMOSA-N,afatinib,,Treatment of malignant brain and central nervous system tumors,C0085136,central nervous system tumors,6/4/14,Designated,Not FDA Approved for Orphan Indication,,,,
ULXXDDBFHOBEHA-CWDCEQMOSA-N,10184653,ULXXDDBFHOBEHA-CWDCEQMOSA-N,afatinib,Gilotrif,Treatment of epidermal growth factor receptor (EGFR) mutation-positive non-small cell lung cancer (NSCLC).,C0007131,Non-Small Cell Lung Cancer,12/3/12,Designated/Approved,,First-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test., 07/12/2013 , 07/12/2020 ,First-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.
ULXXDDBFHOBEHA-CWDCEQMOSA-N,10184653,ULXXDDBFHOBEHA-CWDCEQMOSA-N,afatinib,Gilotrif,Treatment of non-small cell lung cancer with squamous histology.,C0007131,non-small cell lung cancer,8/3/15,Designated/Approved,,"Treatment of patients with metastatic, squamous, non-small cell lung cancer progressing after platinum-based chemotherapy", 04/15/2016 , 04/15/2023 ,"Treatment of patients with metastatic, squamous, non-small cell lung cancer progressing after platinum-based chemotherapy"
ULXXDDBFHOBEHA-CWDCEQMOSA-N,10184653,ULXXDDBFHOBEHA-CWDCEQMOSA-N,afatinib,Gilotrif,Treatment of epidermal growth factor receptor (EGFR) mutation-positive non-small cell lung cancer (NSCLC).,C0007131,Non-Small Cell Lung Cancer,12/3/12,Designated/Approved,,GILOTRIF is indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have non-resistant epidermal growth factor receptor (EGFR) mutations as detected by an FDA-approved test., 01/12/2018 , 01/12/2025 ,GILOTRIF is indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have non-resistant epidermal growth factor receptor (EGFR) mutations other than exon 19 deletions or exon 21 (L858R) substiution mutationas as detected by an FDA-approved test.
HXHWSAZORRCQMX-UHFFFAOYSA-N,2082,HXHWSAZORRCQMX-UHFFFAOYSA-N,Albendazole,Albenza,Treatment of hydatid disease (cystic echinococcosis due to E. granulosus larvae or alveolar echinococcosis due to E. multilocularis larvae).,"C0013502,C0152069,C4553297","Hydatid disease , Alveolar echinococcosis , Hydatid Disease",1/17/96,Designated/Approved,,"Treatment of cystic hydatid disease of the liver, lung, and peritoneum, caused by the larval form of the dog tapeworm, Echinococcus granulosus.", 06/11/1996 , 06/11/2003 ,
HXHWSAZORRCQMX-UHFFFAOYSA-N,2082,HXHWSAZORRCQMX-UHFFFAOYSA-N,Albendazole,Albenza,"Treatment of neurocysticercosis due to Taenia solium as: 1) chemotherapy of parenchymal, subarachnoidal and racemose (cysts in spinal fluid) neurocysticercosis in symptomatic cases and 2) prophylaxis of epilepsy and other sequelae in asymptomatic neurocys","C0010709,C0014544,C0338437","Cysts , Epilepsy , Neurocysticercosis",1/18/96,Designated/Approved,,"Treatment of parenchymal neurocysticercosis due to active lesions caused by larval forms of the pork tapeworm, Taenia solium.", 06/11/1996 , 06/11/2003 ,
NDAUXUAQIAJITI-UHFFFAOYSA-N,2083,NDAUXUAQIAJITI-UHFFFAOYSA-N,Albuterol,,Prevention of paralysis due to spinal cord injury,"C0037929,C0522224","Spinal Cord Injury , Paralysis",3/12/02,Designated,Not FDA Approved for Orphan Indication,,,,
